Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations
2050972,02-Jul-21,Illinois,Champaign,704 N Hickory St,1,4,N/A
2050593,01-Jul-21,Illinois,Chicago,6500 block of S Halsted St,0,7,N/A
2050151,01-Jul-21,South Carolina,Spartanburg,225 Amelia St,2,4,N/A
2050353,01-Jul-21,Virginia,Chesapeake,1200 block of Seaboard Ave,2,2,N/A
2049419,30-Jun-21,Illinois,Chicago,2200 block of S Millard Ave,0,4,N/A
2049845,30-Jun-21,Texas,Houston,12101 Fondren Rd,3,1,N/A
2049907,30-Jun-21,Louisiana,Marrero,6500 block of Lapalco Blvd,0,4,N/A
2050167,30-Jun-21,Delaware,Dover,100 block of S New St,1,3,N/A
2046714,27-Jun-21,Illinois,Chicago,2000 block of E 71st St,1,5,N/A
2046574,27-Jun-21,Illinois,Saint Charles,2051 Lincoln Hwy,1,3,N/A
2046897,27-Jun-21,Illinois,Chicago,6300 block of South Artesian Ave,1,10,N/A
2047170,27-Jun-21,Tennessee,Memphis,2500 block of Dunn Ave,3,1,N/A
2047726,27-Jun-21,North Carolina,Greensboro,801 Province Spring Cir,0,4,N/A
2046781,26-Jun-21,Texas,Houston,4902 Laura Koppe Rd,1,3,N/A
2045579,26-Jun-21,Illinois,Chicago,6100 block of N McCormick Blvd,1,3,N/A
2047787,26-Jun-21,Alabama,Fort Deposit,Forest Dr,1,3,N/A
2045043,25-Jun-21,Ohio,Columbus,I-670 and Neil Ave,0,4,N/A
2045564,25-Jun-21,Illinois,Chicago,7000 block of S Indiana Ave,0,4,N/A
2044701,25-Jun-21,New York,Bronx,Zerega Ave and Watson Ave,0,5,N/A
2044733,24-Jun-21,Florida,Gainesville,4701 NW 6th St,1,4,N/A
2043834,23-Jun-21,Alabama,Montgomery,100 block of Rotary St,2,2,N/A
2043465,23-Jun-21,New York,Buffalo,114 Hickory St,0,4,N/A
2043898,23-Jun-21,Illinois,Chicago,4900 block of W Hubbard St,0,4,N/A
2043715,23-Jun-21,Illinois,Chicago,7000 block of S Vincennes Ave,0,4,N/A
2041726,21-Jun-21,Missouri,Saint Louis,4002 Sullivan Ave,3,4,N/A
2041555,21-Jun-21,District of Columbia,Washington,300 block of 50th St NE,0,4,N/A
2040643,20-Jun-21,Virginia,Richmond,200 block of Crane St,1,3,N/A
2041297,20-Jun-21,California,Richmond,2108 Dunn Ave,3,5,N/A
2040265,20-Jun-21,Colorado,Aurora,12455 E Mississippi Ave,1,4,N/A
2041363,20-Jun-21,Florida,Wildwood,9605 Co Rd 235,1,10,N/A
2040374,20-Jun-21,Texas,Dallas,4619 E. R L Thornton Freeway,0,8,N/A
2040243,20-Jun-21,Indiana,Granger,7321 Heritage Square Dr,1,4,N/A
2040991,20-Jun-21,New Jersey,Atlantic City,1700 block of Atlantic Ave,1,3,N/A
2040732,20-Jun-21,Ohio,Cincinnati,3000 block of Borden St,1,3,N/A
2039457,19-Jun-21,Alaska,Anchorage,East 3rd Ave and Gambell St,1,4,N/A
2039346,19-Jun-21,Louisiana,Baton Rouge,7132 Florida Blvd,2,4,N/A
2040013,19-Jun-21,New Jersey,Newark,525 Elizabeth Ave,0,4,N/A
2039964,19-Jun-21,California,Oakland,2200 block of Lakeshore Ave,1,7,N/A
2039441,18-Jun-21,Minnesota,Minneapolis,400 block of 14th Ave SE,0,5,N/A
2037813,17-Jun-21,Virginia,Petersburg,Virginia Ave and Melville St,0,4,N/A
2037887,17-Jun-21,North Carolina,Durham,1600 block of Holloway St,2,2,N/A
2038622,17-Jun-21,Ohio,Cincinnati,3056 Mathers St,1,3,N/A
2038152,17-Jun-21,New Jersey,Paterson,Rosa Parks Blvd and Hamilton Ave,0,4,N/A
2036635,16-Jun-21,Maryland,Baltimore,2100 block of West Lexington St,1,5,N/A
2036121,15-Jun-21,Illinois,Chicago,3800 block of W Monroe,0,5,N/A
2035452,15-Jun-21,Illinois,Chicago,6221 S Morgan St,5,3,N/A
2035313,15-Jun-21,Alabama,Albertville,956 Industrial Blvd,3,2,N/A
2035733,14-Jun-21,Georgia,Columbus,3400 8th Ave,2,2,N/A
2034408,14-Jun-21,Michigan,Lansing,300 block of N Cedar St,2,2,N/A
2034470,14-Jun-21,Florida,Boynton Beach,I-95,1,3,N/A
2033905,13-Jun-21,Ohio,West Salem,9161 Rainbow Hwy,1,6,N/A
2033605,13-Jun-21,Kentucky,Louisville,5200 block of Robinwood Rd,1,3,N/A
2032220,12-Jun-21,Texas,Austin,400 block of E 6th St,1,14,N/A
2033123,12-Jun-21,Ohio,Cincinnati,McHenry Ave and Cavanaugh Ave,0,5,N/A
2032486,12-Jun-21,Ohio,Cleveland,8805 Buckeye Rd,3,4,N/A
2032203,12-Jun-21,Illinois,Chicago,7500 block of S Prairie Ave,1,9,N/A
2031801,11-Jun-21,Washington,Seattle (White Center),9808 16th Ave SW,2,2,N/A
2031976,11-Jun-21,Georgia,Savannah,200 block of Avery St,2,6,N/A
2032580,11-Jun-21,North Carolina,Winston Salem (Winston-salem),844 E. Devonshire St,1,3,N/A
2032282,11-Jun-21,Texas,Dallas,378 N Jim Miller Rd,0,5,N/A
2030720,10-Jun-21,Michigan,Detroit,1600 block Calvert Ave,1,3,N/A
2030639,10-Jun-21,New York,Yonkers,150 Elm St,0,4,N/A
2030708,10-Jun-21,Illinois,Chicago,6530 S Claremont Ave,1,4,N/A
2029078,08-Jun-21,Tennessee,Nashville,Clarksville Pike and Buena Vista Pike,1,3,N/A
2028745,08-Jun-21,Tennessee,Memphis,2246 Eldridge Ave,1,4,N/A
2028928,08-Jun-21,Texas,Houston,4115 Washington Ave,0,5,N/A
2027736,07-Jun-21,Ohio,Cleveland,4100 block of E 81st St,0,6,N/A
2027046,07-Jun-21,Florida,Homestead,12550 SW 282nd St,3,3,N/A
2026802,06-Jun-21,Missouri,Saint Louis,100 N 7th St,0,4,N/A
2026651,06-Jun-21,North Carolina,Snow Hill,50 block of Katie Ct,0,4,N/A
2027725,06-Jun-21,Ohio,Cleveland,3700 block of Woodbridge Ave,0,8,N/A
2026123,06-Jun-21,Florida,Miami (Kendall),10549 SW 109th Ct,3,6,N/A
2027375,06-Jun-21,California,Oakland,5100 block of Ygnacio Ave,0,5,N/A
2026713,06-Jun-21,Utah,Salt Lake City,1359 N General Dr,1,4,N/A
2026112,06-Jun-21,Illinois,Chicago,8900 block of S Cottage Grove Ave,0,8,N/A
2026257,05-Jun-21,Louisiana,New Orleans,10150 I-10 Service Rd,0,9,N/A
2025260,05-Jun-21,Indiana,Indianapolis,7500 N Shadeland Ave,2,2,N/A
2025891,04-Jun-21,Michigan,Muskegon,1675 E. Sherman Blvd,1,3,N/A
2022821,02-Jun-21,Ohio,Toledo,1830 W Bancroft St,0,4,N/A
2025254,02-Jun-21,Arkansas,Magnolia,Calhoun Rd,0,4,N/A
2022391,02-Jun-21,Ohio,Springfield,1935 S Yellow Springs St,0,6,N/A
2021130,31-May-21,New York,Brooklyn,Knickerbocker Ave,0,4,N/A
2021398,31-May-21,Missouri,Saint Louis,8800 block of N Broadway,0,4,N/A
2022129,31-May-21,Ohio,Cleveland (Garfield Heights),13000 block of Alvin Ave,1,5,N/A
2019751,30-May-21,Alabama,Aliceville,7th Street NE,1,4,N/A
2019622,30-May-21,Florida,Hialeah,7630 NW 186th St,3,20,N/A
2020535,30-May-21,Illinois,Chicago,6718 S Stony Island Ave,0,4,N/A
2019155,29-May-21,Texas,San Antonio,3300 block of Fallen Leaf Ln,2,2,N/A
2019384,29-May-21,Missouri,Saint Louis,10466 W Florissant Ave,1,3,N/A
2018931,28-May-21,Florida,Miami,2022 NW 1st Ct,1,6,N/A
2018495,27-May-21,North Carolina,Durham,1200 block of Fayetteville St,0,5,N/A
2015849,26-May-21,Illinois,Chicago,7200 block of S Princeton Ave,1,3,N/A
2015730,26-May-21,California,San Jose,101 W Younger Ave,10,0,N/A
2014343,24-May-21,Michigan,Inkster,27000 block of Rosewood St,2,2,N/A
2014381,24-May-21,Ohio,West Jefferson,127 Jackson St,4,0,N/A
2012971,23-May-21,Illinois,Chicago,3344 W Ohio St,0,4,N/A
2013595,23-May-21,New York,Bay Shore,135 S Clinton Ave,0,4,N/A
2013059,23-May-21,New Jersey,Paterson,Hillman St and E Main St,0,5,N/A
2013096,23-May-21,Virginia,Norfolk,3100 block of Westminster Ave,0,4,N/A
2012765,22-May-21,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,N/A
2012345,22-May-21,Delaware,Wilmington,800 block of N Pine St,0,4,N/A
2013043,22-May-21,Ohio,Columbus,233 S Civic Center Dr,1,5,N/A
2011569,22-May-21,Minnesota,Minneapolis,322 N 1st Ave,2,7,N/A
2011610,22-May-21,Indiana,Fort Wayne,2177 Eden St,1,4,N/A
2012633,22-May-21,New Jersey,Bridgeton,1029 E Commerce St,3,11,N/A
2011077,21-May-21,New York,Albany,1st St and Quail St,1,5,N/A
2011482,21-May-21,New Jersey,Jersey City,16 Brinkerhoff St,2,4,N/A
2010083,20-May-21,Indiana,Evansville,800 block of Shadewood Ave,1,3,N/A
2007722,18-May-21,California,Oakland,I-580 and Seminary Ave,2,5,N/A
2008415,18-May-21,California,Hemet,1200 block of Valencia Ave,1,4,N/A
2005991,16-May-21,Ohio,Cincinnati,7751 Reading Rd,1,3,N/A
2005776,16-May-21,Georgia,Atlanta,630 Travis St NW,0,4,N/A
2005671,16-May-21,Michigan,East Lansing,6170 Abbot Rd,0,5,N/A
2006621,16-May-21,Georgia,Columbus,2727 Manchester Expy,0,4,N/A
2006204,16-May-21,Georgia,Stone Mountain,4766 Redan Rd,1,5,N/A
2005813,16-May-21,Alabama,Birmingham,1010 18th St S,1,4,N/A
2005238,15-May-21,District of Columbia,Washington,3900 block of Minnesota Ave NE,1,3,N/A
2005196,15-May-21,New York,Bronx,1625 Webster Ave,1,4,N/A
2004666,15-May-21,Illinois,Chicago,7800 block of S Loomis St,2,3,N/A
2004413,14-May-21,Pennsylvania,Philadelphia,5600 block of Market St,0,4,N/A
2003383,13-May-21,Georgia,Augusta,201 E Telfair St,2,2,N/A
2003167,13-May-21,District of Columbia,Washington,200 block of 37th Pl SE,1,3,N/A
2003334,13-May-21,Rhode Island,Providence,87 Carolina Ave,0,8,N/A
2002269,12-May-21,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3,N/A
2002286,12-May-21,Georgia,Buford,2910 Buford Dr NE,2,2,N/A
2001137,11-May-21,Maryland,Baltimore,800 block of W Lexington St,0,4,N/A
2001362,10-May-21,Alabama,Montgomery,3804 S Court St,0,7,N/A
1999417,09-May-21,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,N/A
1999125,09-May-21,Colorado,Colorado Springs,2828 Preakness Way,7,0,N/A
1999193,09-May-21,Arizona,Phoenix,122 N 2nd St,1,7,N/A
1999909,09-May-21,California,Los Angeles,6112 W Afton Pl,1,3,N/A
2000132,09-May-21,South Carolina,Charleston,500 Block of King St,0,5,N/A
1999423,09-May-21,New Jersey,Newark,378 Chancellor Ave,0,4,N/A
1998865,08-May-21,California,Citrus Heights,7440 Auburn Blvd,0,4,N/A
1998693,08-May-21,California,Oakland,1440 block of Lakeshore Ave,0,4,N/A
1998476,08-May-21,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,4,1,N/A
1998537,08-May-21,Michigan,Detroit,15700 block of Plymouth Rd,0,4,N/A
1999307,08-May-21,California,Compton,15100 block of S Lime Ave,2,2,N/A
1998602,08-May-21,Wisconsin,Milwaukee,900 block of S 10th St,0,4,N/A
1998067,07-May-21,Missouri,Saint Louis (Kinloch),5541 Mable Ave,2,4,N/A
1999434,06-May-21,New Jersey,Paterson,22nd Ave and E 30th St,0,5,N/A
1996236,05-May-21,Illinois,Chicago,6900 block of S Cornell Ave,0,4,N/A
1993551,03-May-21,Michigan,Saginaw,1315 Randolph St,1,4,N/A
1993090,02-May-21,Ohio,Columbus,491 Park St,0,4,N/A
1993664,02-May-21,Pennsylvania,Philadelphia,5200 block of Burton St,1,3,N/A
1993221,02-May-21,Maryland,Baltimore,1500 block of Washington Blvd,1,3,N/A
1993280,02-May-21,Illinois,Chicago,2100 block of W Adams St,0,5,N/A
1992570,02-May-21,Minnesota,Saint Paul,843 Selby Ave,0,4,N/A
1992127,01-May-21,Delaware,Wilmington,800 block of N Pine St,0,4,N/A
1992534,01-May-21,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4,N/A
1992410,01-May-21,New York,New Rochelle,Horton Ave and Brook St,1,4,N/A
1992490,01-May-21,Massachusetts,Holyoke,209 South St,0,5,N/A
1992469,01-May-21,Florida,Clewiston,1117 Harlem Academy Ave,1,3,N/A
1990821,29-Apr-21,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5,N/A
1990600,28-Apr-21,Florida,Miami,2100 block of NW 85th St,0,5,N/A
1989840,28-Apr-21,North Carolina,Boone,553 Hardaman Cir,5,0,N/A
1988688,27-Apr-21,Virginia,Richmond,4000 Midlothian Turnpike,2,3,N/A
1989023,27-Apr-21,Alabama,Fairfield,200 block of Glen Crest Dr,1,4,N/A
1987241,26-Apr-21,Louisiana,Houma,656 Corporate Dr,0,5,N/A
1988326,26-Apr-21,Oregon,Gresham,SE Stark St and SE 174th Ave,0,7,N/A
1991347,25-Apr-21,Texas,Palestine,1101 W Palestine Ave,0,4,N/A
1986770,25-Apr-21,Missouri,Kansas City,E 18th St and Vine St,1,4,N/A
1987235,25-Apr-21,Alabama,Phenix City,1700 Highway 280 Bypass,0,4,N/A
1986593,25-Apr-21,Arkansas,Little Rock,1900 E 6th St,1,3,N/A
1985432,24-Apr-21,Louisiana,New Orleans,100 block of Bourbon St,0,5,N/A
1984807,22-Apr-21,California,San Diego,500 block of J St,1,4,N/A
1981805,19-Apr-21,Texas,Houston,700 E Whitney St,2,4,N/A
1982260,19-Apr-21,Georgia,Atlanta,1191 Oakland Ln SW,0,5,N/A
1980689,18-Apr-21,Wisconsin,Kenosha,1548 Sheridan Rd,3,3,N/A
1981521,18-Apr-21,Michigan,Detroit,Ward Ave and W McNichols Rd,1,5,N/A
1981353,18-Apr-21,Louisiana,Shreveport,3701 Hearne Ave,0,6,N/A
1982020,18-Apr-21,Alabama,Montgomery,2300 block of Day St,1,4,N/A
1980492,17-Apr-21,Ohio,Columbus,5001 Chatterton Rd,1,5,N/A
1980971,17-Apr-21,Louisiana,La Place (Laplace),624 Golfview Dr,0,9,N/A
1979684,16-Apr-21,Michigan,Detroit,Conant St and Minnesota St,0,4,N/A
1978635,15-Apr-21,Indiana,Indianapolis,8951 Mirabel Rd,9,7,N/A
1978561,15-Apr-21,District of Columbia,Washington,1800 block of West Virginia Ave NE,0,4,N/A
1979869,15-Apr-21,Louisiana,Lake Charles,4101 5th Ave,1,3,N/A
1978616,15-Apr-21,Florida,Pensacola,700 Truman Ave,0,6,N/A
1978652,15-Apr-21,Illinois,Chicago,600 block of N Sawyer Ave,0,4,N/A
1976538,13-Apr-21,Maryland,Baltimore,2300 block of Hoffman St,0,4,N/A
1974943,11-Apr-21,Kansas,Wichita,200 block of N Battin St,1,3,N/A
1975004,11-Apr-21,Washington,Seattle,306 23rd Ave S,0,4,N/A
1974088,10-Apr-21,Tennessee,Memphis,385 Western Park Dr,1,3,N/A
1973809,10-Apr-21,Michigan,Allendale,4926 Becker Dr,0,4,N/A
1973692,10-Apr-21,Missouri,Koshkonong,US-63 and MO-F,1,3,N/A
1975405,10-Apr-21,Connecticut,Waterbury,36 Gasparri Ln,0,4,N/A
1973844,09-Apr-21,Texas,Fort Worth,2000 block of SW Loop 820,1,5,N/A
1972187,08-Apr-21,Texas,Bryan,350 Stone City Dr,1,5,N/A
1971410,07-Apr-21,South Carolina,Rock Hill,4456 Marshall Rd,7,0,N/A
1970937,07-Apr-21,Wisconsin,Milwaukee,2627 W Capitol Dr,2,3,N/A
1973435,07-Apr-21,Ohio,Dayton,Hoover Ave and Summit Square,0,4,N/A
1969899,06-Apr-21,District of Columbia,Washington,4100 block of Ames St NE,0,4,N/A
1970245,06-Apr-21,Michigan,Detroit,6100 block of Lodewyck St,1,3,N/A
1970378,05-Apr-21,Illinois,Chicago,6800 block of S Justine Ave,0,7,N/A
1969065,05-Apr-21,Maryland,Baltimore,300 block of N Eutaw St,0,5,N/A
1969505,04-Apr-21,Louisiana,Monroe,207 Sterlington Rd,0,6,N/A
1968887,04-Apr-21,Alabama,Birmingham,3969 14th Ave N,1,5,N/A
1969633,04-Apr-21,Texas,Beaumont,6035 S M L King Jr Pkwy,0,4,N/A
1967914,03-Apr-21,North Carolina,Wilmington,718 Kidder St,3,4,N/A
1967893,03-Apr-21,Alabama,Tuscaloosa,2314 4th St,0,5,N/A
1969221,03-Apr-21,Texas,Allen,1517 Pine Bluff Dr,6,0,N/A
1968553,03-Apr-21,Florida,Quincy,2114 Pat Thomas Parkway,0,7,N/A
1966181,31-Mar-21,California,Orange,202 West Lincoln Ave,4,2,N/A
1965890,31-Mar-21,District of Columbia,Washington,1300 block of Congress St SE,2,3,N/A
1963556,28-Mar-21,Ohio,Cleveland,5100 Pearl Rd,0,7,N/A
1964085,28-Mar-21,Illinois,Chicago,I-57 and W 127th St,0,4,N/A
1963598,28-Mar-21,Maryland,Essex,1601 Middleborough Rd,5,1,N/A
1964030,28-Mar-21,Texas,San Antonio,2011 Dollarhide Ave,0,4,N/A
1963052,27-Mar-21,Illinois,Chicago,500 block of N Leamington Ave,0,4,N/A
1962934,27-Mar-21,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6,N/A
1962686,27-Mar-21,Illinois,River Grove,Belmont Ave,1,3,N/A
1962562,26-Mar-21,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9,N/A
1964271,26-Mar-21,Virginia,Norfolk,100 block of W Balview Ave,0,4,N/A
1962890,26-Mar-21,Tennessee,Memphis,500 block of Arrington Ave,3,2,N/A
1961753,26-Mar-21,Illinois,Chicago,2515 W 79th St,1,7,N/A
1962507,26-Mar-21,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,N/A
1960283,23-Mar-21,Alabama,Aliceville,1st Ave SW and 15th St,2,2,N/A
1958652,22-Mar-21,Colorado,Boulder,3600 Table Mesa Dr,10,1,N/A
1959549,22-Mar-21,Michigan,Detroit,13300 block of Davidson St,1,3,N/A
1957188,20-Mar-21,Texas,Houston,10266 North Fwy,0,5,N/A
1957226,20-Mar-21,Texas,Dallas,10333 Technology Blvd,1,7,N/A
1957252,20-Mar-21,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,N/A
1956081,18-Mar-21,Oregon,Gresham,750 E Powell Blvd,0,4,N/A
1955948,18-Mar-21,Louisiana,New Orleans,2400 Annette St,0,4,N/A
1956001,17-Mar-21,California,Stockton,Oro Ave and E Main St,0,5,N/A
1954379,16-Mar-21,Georgia,Acworth,6468 Hwy 92,8,1,N/A
1954950,16-Mar-21,Arizona,Phoenix,6215 W Elm St,4,1,N/A
1953309,15-Mar-21,Indiana,Indianapolis,2300 block of N Harding St,1,4,N/A
1952662,14-Mar-21,Illinois,Chicago,2600 block of E 77th St,0,4,N/A
1953202,14-Mar-21,Florida,Tampa,10101 US-92,0,4,N/A
1952281,14-Mar-21,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,N/A
1952151,13-Mar-21,New York,Brooklyn,917 Flushing Ave,0,5,N/A
1951738,13-Mar-21,Virginia,Richmond,5100 block of Richmond Henrico Tpke,2,4,N/A
1951681,13-Mar-21,Florida,Orlando,200 block of Ring Rd,1,3,N/A
1952161,13-Mar-21,Indiana,Indianapolis,300 block of N Randolph St,4,1,N/A
1951476,12-Mar-21,North Carolina,Greensboro,100 block of Huffman St,1,3,N/A
1951383,12-Mar-21,Texas,Austin,7408 Cameron Rd,0,4,N/A
1950346,11-Mar-21,New Mexico,Ohkay Owingeh,89 Co Rd 56,1,3,N/A
1950471,11-Mar-21,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,N/A
1949977,10-Mar-21,Texas,Houston,6300 Ranchester Dr,3,1,N/A
1948233,08-Mar-21,Florida,Clearwater,US-19 ALT and Drew St,1,3,N/A
1948470,07-Mar-21,Mississippi,Edwards,607 Wallace Dr,0,4,N/A
1947241,06-Mar-21,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,N/A
1945999,06-Mar-21,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,N/A
1946991,05-Mar-21,California,Compton,600 block of N Long Beach Blvd,1,4,N/A
1944507,04-Mar-21,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,N/A
1943986,03-Mar-21,Pennsylvania,Erie,2105 Buffalo Rd,2,3,N/A
1941382,28-Feb-21,Ohio,Cincinnati,3600 block of Idlewild Ave,3,3,N/A
1941669,28-Feb-21,Indiana,East Chicago,1205 W Chicago Ave,0,4,N/A
1940791,28-Feb-21,Delaware,Dover,21 S Little Creek Rd,0,4,N/A
1941647,28-Feb-21,South Carolina,Mccormick,437 Talbert Rd,0,4,N/A
1941444,28-Feb-21,Louisiana,Shreveport,4914 Mansfield Rd,0,5,N/A
1941210,28-Feb-21,Texas,Houston,13484 Northwest Fwy,0,4,N/A
1943271,27-Feb-21,Mississippi,Columbus,1200 block of 7th St S,0,4,N/A
1940190,27-Feb-21,Mississippi,Pattison,Pattison-Tillman Rd,2,3,N/A
1939789,26-Feb-21,Louisiana,Baton Rouge,4700 block of Paige St,0,4,N/A
1940069,26-Feb-21,Texas,Houston,8708 Beechnut St,1,5,N/A
1939958,26-Feb-21,California,San Diego,841 S 45th St,1,3,N/A
1934704,21-Feb-21,Missouri,Kennett,1615 1st St,1,4,N/A
1935235,21-Feb-21,North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4,N/A
1934225,20-Feb-21,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,N/A
1934077,20-Feb-21,Louisiana,Metairie,6719 Airline Dr,3,2,N/A
1933975,20-Feb-21,Colorado,Grand Junction,1000 block of Teller Ave,1,3,N/A
1934181,20-Feb-21,Illinois,Springfield,1100 block of S Grand Ave W,1,4,N/A
1932479,18-Feb-21,Louisiana,Baton Rouge,2047 N Foster Dr,1,3,N/A
1931288,17-Feb-21,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,N/A
1930463,16-Feb-21,Florida,Saint Petersburg,2968 Emerson Ave S,3,1,N/A
1928557,13-Feb-21,California,San Francisco,3rd St and Quesada Ave,0,6,N/A
1928594,13-Feb-21,Indiana,Indianapolis,3800 block of N Sherman Dr,0,4,N/A
1928149,13-Feb-21,California,Oakland,1000 block of Washington St,0,6,N/A
1928205,13-Feb-21,North Carolina,Cary,101 Reed St,1,3,N/A
1926742,11-Feb-21,Georgia,Columbus,2001 South Lumpkin Rd,1,4,N/A
1926701,10-Feb-21,Georgia,Atlanta,62 Harwell Rd NW,0,4,N/A
1924338,09-Feb-21,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,N/A
1924892,09-Feb-21,Texas,Houston,945 W Little York Rd,0,4,N/A
1921939,06-Feb-21,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,N/A
1923786,06-Feb-21,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,N/A
1921768,06-Feb-21,Illinois,Bloomingdale,250 W Schick Rd,1,5,N/A
1922354,06-Feb-21,Washington,Tacoma,3634 E McKinley Ave,1,3,N/A
1921641,05-Feb-21,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,N/A
1924951,05-Feb-21,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,N/A
1920771,04-Feb-21,North Carolina,High Point,2912 W English Rd,2,3,N/A
1919696,03-Feb-21,Colorado,Oak Creek,200 block of Wild Hogg Dr,3,2,N/A
1919399,03-Feb-21,Tennessee,Memphis,800 block of Olympic St,1,3,N/A
1917918,02-Feb-21,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,3,3,N/A
1917909,02-Feb-21,Oklahoma,Muskogee,903 Indiana St,6,1,N/A
1917661,01-Feb-21,New York,Rochester,400 block of Lyell Avenue,1,3,N/A
1916374,30-Jan-21,New York,Albany,200 block of Central Ave,1,4,N/A
1914798,29-Jan-21,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,3,N/A
1914942,28-Jan-21,Michigan,Flint,1900 block of Tebo St,1,4,N/A
1913708,27-Jan-21,California,Santa Ana,1614 S Standard Ave,0,4,N/A
1911026,25-Jan-21,District of Columbia,Washington,1406 Good Hope Rd SE,1,4,N/A
1910136,24-Jan-21,Indiana,Indianapolis,3540 Adams St,5,1,N/A
1910619,24-Jan-21,Nevada,Las Vegas,W Wilson Ave and H St,0,5,N/A
1909849,22-Jan-21,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,N/A
1908542,21-Jan-21,California,Oakland,107th Ave and Apricot St,1,3,N/A
1905423,18-Jan-21,Pennsylvania,Tobyhanna,960 PA-196,0,4,N/A
1904063,17-Jan-21,Arizona,Phoenix,2340 W Northern Ave,0,5,N/A
1904036,17-Jan-21,Arizona,Phoenix,2236 E University Dr,1,6,N/A
1905360,16-Jan-21,Illinois,Kankakee,600 block of N Evergreen Ave,0,5,N/A
1903058,15-Jan-21,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,N/A
1899819,11-Jan-21,Florida,Miami,2491 NE 58th St,0,4,N/A
1898261,09-Jan-21,Illinois,Evanston,100 Asbury Ave,6,2,N/A
1897878,09-Jan-21,Texas,Houston,5828 Martin Luther King Blvd,1,3,N/A
1896774,07-Jan-21,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,N/A
1896384,06-Jan-21,Texas,Livingston,201 Maple Ln,2,2,N/A
1896252,06-Jan-21,Virginia,Manassas,10010 Ellis Rd,3,3,N/A
1894822,04-Jan-21,Louisiana,New Orleans,1600 block of N Galvez St,0,4,N/A
1894979,04-Jan-21,Florida,Tampa,1225 S 78th St,0,5,N/A
1894941,04-Jan-21,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,N/A
1893953,03-Jan-21,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,N/A
1893327,03-Jan-21,Texas,Houston,2900 Travis St,1,4,N/A
1893754,03-Jan-21,Florida,Miami,3632 NW 25th Ave,0,6,N/A
1893601,03-Jan-21,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,N/A
1893877,03-Jan-21,California,Santa Barbara,1200 block of Liberty St,2,2,N/A
1893744,03-Jan-21,Florida,Miami,10525 NW 24th Ave,0,8,N/A
1892034,01-Jan-21,Arkansas,Fort Smith,3211 Towson Ave,0,7,N/A
1892704,01-Jan-21,Texas,Amarillo,2650 Dumas Dr,1,3,N/A
1892114,01-Jan-21,Iowa,Sioux City,2637 S Walker St,1,4,N/A
1891720,01-Jan-21,Illinois,Galesburg,1000 block of Monroe St,0,4,N/A
